date,state,positive,probableCases,negative,pending,totalTestResultsSource,totalTestResults,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,fips,positiveIncrease,negativeIncrease,total,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
20201023,WY,10545,1627,113686,,totalTestsViral,257821,83,392,,,,,7357,B,10/23/2020 18:20,2020-10-23T18:20:00Z,10/23 14:20,68,392,2020-10-23T18:20:00Z,257821,11559,246262,8918,,,,122604,,,,,,,,,,,56,426,1864,124231,3927,124231,0,19,e2a98553b06f074d3e41fc79ba6df64b3d9d8754,0,0,0,0,0,
20201022,AK,11919,,536790,,totalTestsViral,548709,41,401,,,5,,6812,A,10/22/2020 03:59,2020-10-22T03:59:00Z,10/21 23:59,68,401,2020-10-22T03:59:00Z,548709,11348,537045,,68,,,,,,,,,,,,,,02,239,1330,548709,1569,548709,0,6,7a7d6541e89691f0d34b692fa270bb95ef78d4a4,0,0,0,0,0,
20201022,AL,177064,22122,1125753,,totalTestsPeopleViral,1280695,864,19448,,1985,,1137,74439,A,10/22/2020 11:00,2020-10-22T11:00:00Z,10/22 07:00,2843,19448,2020-10-22T11:00:00Z,,,,154942,2660,183,,1280695,,,,62257,,,,,,,01,2536,5246,1302817,7172,1302817,38,118,a9236274640fcfb61fbec69d9da6287a34111ebc,0,0,0,0,0,
20201022,AR,102798,6506,1159242,,totalTestsViral,1255534,603,6526,236,,91,796,92288,A+,10/22/2020 00:00,2020-10-22T00:00:00Z,10/21 20:00,1772,6526,2020-10-22T00:00:00Z,1255534,,1159242,96292,1616,156,,,,,,,,,42624,7231,21856,3300,05,1202,11889,1262040,12782,1262040,21,0,9a36949bf14e42e8dd05e73dbc21f5a2ed85e0a2,0,0,0,0,0,
20201022,AS,0,,1616,,totalTestsViral,1616,,,,,,,,D,10/1/2020 00:00,2020-10-01T00:00:00Z,09/30 20:00,0,,2020-10-01T00:00:00Z,1616,,,0,,,,,,,,,,,,,,,60,0,0,1616,0,1616,0,0,566afbac7334b85895209bb81c098ef67dedffcb,0,0,0,0,0,
20201022,AZ,234906,5341,1438997,,totalTestsPeopleViral,1668562,848,20938,164,,92,,39089,A+,10/22/2020 00:00,2020-10-22T00:00:00Z,10/21 20:00,5859,20938,2020-10-22T00:00:00Z,,,,229565,5573,286,,1668562,311019,,,,,,,,,,04,994,10205,1673903,11173,1673903,5,118,9789226839185ca2be2c37846ea734fdabd18d3e,0,0,0,0,0,
20201022,CA,880724,,16478046,,totalTestsViral,17358770,3051,,758,,,,,B,10/22/2020 02:59,2020-10-22T02:59:00Z,10/21 22:59,17189,,2020-10-22T02:59:00Z,17358770,,,880724,,,,,,,,,,,,,,,06,2940,62691,17358770,65631,17358770,162,0,54d71ec30b4d92fb982b2506e72e1eaafec0eda6,0,0,0,0,0,
20201022,CO,90222,6401,1029978,,totalTestEncountersViral,1764648,547,8478,,,,,7394,A,10/22/2020 01:59,2020-10-22T01:59:00Z,10/21 21:59,2070,8478,2020-10-22T01:59:00Z,,,,83821,,,1764648,1113799,178626,12684,165942,,,,,,,,08,1373,8584,1120200,22065,1120200,4,98,f0af9b3bc1e20f68100bd1eab2ba93926a63a0c1,0,0,0,0,0,
20201022,CT,65373,2630,2026890,,posNeg,2092263,232,12257,,,,,9800,B,10/21/2020 20:30,2020-10-21T20:30:00Z,10/21 16:30,4569,12257,2020-10-21T20:30:00Z,2089633,,,62743,3667,902,,,,,,,,,,,,,09,502,21635,2092263,22137,2092263,2,214,281d87825e09459bb538376da708142f19f006f7,0,0,0,0,0,
20201022,DC,16537,,462898,,totalTestEncountersViral,479435,95,,23,,9,,12979,A+,10/21/2020 00:00,2020-10-21T00:00:00Z,10/20 20:00,642,,2020-10-21T00:00:00Z,,,,,,,479435,245551,,,,,,,,,,,11,39,2953,479435,2992,479435,0,0,b16d4d45046b210a4cc92fb53daa4450b3a4b8d1,0,0,0,0,0,
20201022,DE,23528,1116,309531,,totalTestEncountersViral,520241,110,,25,,,,12410,A+,10/21/2020 18:00,2020-10-21T18:00:00Z,10/21 14:00,670,,2020-10-21T18:00:00Z,,25757,,22412,589,81,520241,333059,,,,,,,,,,,10,153,1426,333059,1483,333059,0,0,c72faad4fb9af03582c0386071e2facdf84af71c,0,0,0,0,0,
20201022,FL,758306,26846,5053848,4460,totalTestEncountersViral,9318880,2074,48320,,,,,,A,10/21/2020 23:59,2020-10-21T23:59:00Z,10/21 19:59,16470,48320,2020-10-21T23:59:00Z,8453122,988033,7420252,731460,16470,,9318880,5806641,539844,51923,487730,526404,50676,475588,,,,,12,5461,46290,5816614,97356,5812154,162,425,76789017a6a62cbcfb37e6723797c576ceada7de,0,0,0,0,0,
20201022,GA,345535,,3021999,,totalTestsViral,3367534,1699,30829,,5774,,,,A,10/22/2020 14:50,2020-10-22T14:50:00Z,10/22 10:50,7729,30829,2020-10-22T14:50:00Z,3367534,323551,,345535,,,,,321823,28346,,,,,,,,,13,1785,27434,3367534,29219,3367534,25,153,b4ad18b6c2a0b1531a79a2dc602e866f5f1e1aae,0,0,0,0,0,
20201022,GU,4056,19,58231,,posNeg,62287,78,,15,,7,,2471,A,10/22/2020 05:25,2020-10-22T05:25:00Z,10/22 01:25,69,,2020-10-22T05:25:00Z,61998,,,4037,,,,,203,6,,,,,,,287,19,66,88,956,62287,1044,62287,0,0,45c827043b42d0ce0e071b9252b15958ac024d6a,0,0,0,0,0,
20201022,HI,14427,194,295153,,totalTestEncountersViral,487311,75,1033,18,,15,,11188,B,10/21/2020 18:00,2020-10-21T18:00:00Z,10/21 14:00,203,1033,2020-10-21T18:00:00Z,,14180,,14233,,,487311,308090,,,,,,,,,,,15,77,0,309580,4329,309580,14,8,f168fe38779d117eb0e62c7211e4efec81d26f8b,0,0,0,0,0,
20201022,IA,105625,,742645,,posNeg,848270,530,,135,,53,,85697,A+,10/22/2020 00:00,2020-10-22T00:00:00Z,10/21 20:00,1601,,2020-10-22T00:00:00Z,,,,105625,,,,849925,,,,64981,3725,61217,70128,5801,,,19,1435,4293,848270,5728,848270,17,0,fc47a7b23bfe60474db2c73087d8fe26df76c919,0,0,0,0,0,
20201022,ID,55650,6422,310957,,totalTestsPeopleViral,360185,193,2327,54,514,,,26916,A,10/21/2020 19:25,2020-10-21T19:25:00Z,10/21 15:25,546,2327,2020-10-21T19:25:00Z,475429,,,49228,503,43,,360185,,,,,,,,,,,16,987,1648,366607,2352,366607,11,50,1c596ef0d9eb92ae69b15332a49d11efa323c4b8,0,0,0,0,0,
20201022,IL,363746,3587,6670923,,posNeg,7034669,2463,,525,,212,,,A,10/22/2020 00:00,2020-10-22T00:00:00Z,10/21 20:00,9647,,2020-10-22T00:00:00Z,7031082,,,360159,9387,260,,,,,,,,,,,,,17,4942,76035,7034669,80977,7034669,42,0,1cb0b064da27e9c6bdbba90d8d74f261ba612f5a,0,0,0,0,0,
20201022,IN,155246,,1439119,,totalTestsViral,2611265,1515,15304,433,3006,143,,111792,A+,10/21/2020 23:59,2020-10-21T23:59:00Z,10/21 19:59,4065,15304,2020-10-21T23:59:00Z,2611265,150959,,,3831,234,,1594365,,,,,,,,,,,18,2850,10406,1594365,36465,1594365,42,141,e005e8e23553cd424ff19b686ac3f19c7392b156,0,0,0,0,0,
20201022,KS,74456,,531053,,posNeg,605509,329,3506,1,975,45,299,2485,A+,10/21/2020 10:00,2020-10-21T10:00:00Z,10/21 06:00,952,3506,2020-10-21T10:00:00Z,,,,,,,,605509,,,,,,,,,,,20,0,0,605509,0,605509,0,0,f0ef06a29c9b675ea7d161a46c5e9645398e24e1,0,0,0,0,0,
20201022,KY,92299,14049,1665753,,totalTestsViral,1744003,800,6761,214,1658,,,17627,B,10/22/2020 00:00,2020-10-22T00:00:00Z,10/21 20:00,1380,6761,2020-10-22T00:00:00Z,1744003,,,78250,1363,17,,,81974,,,,,,,,42157,,21,1303,28111,1758052,29128,1758052,17,40,a2f1163d2b27c69640f6ec7e3e56cec986b0a171,0,0,0,0,0,
20201022,LA,181904,3733,2469256,,posNeg,2651160,598,,,,64,,165282,A,10/22/2020 13:00,2020-10-22T13:00:00Z,10/22 09:00,5799,,2020-10-22T13:00:00Z,2647427,,,178171,5593,206,,,,,,,,,,,,,22,772,18984,2651160,19756,2651160,9,0,ad9a7dcf0761398648bd9dc66376e06166551111,0,0,0,0,0,
20201022,MA,147215,3288,2436286,,totalTestsViral,5441066,521,13082,103,,38,,122856,A+,10/22/2020 08:00,2020-10-22T08:00:00Z,10/22 04:00,9810,13082,2020-10-22T08:00:00Z,5441066,187420,,143927,9589,221,,2580213,,,,125118,,,169922,,,,25,1049,16980,2583501,74672,2583501,30,26,5225159a7c2a1cd31afa99678c564270829517dd,0,0,0,0,0,
20201022,MD,137979,,1705376,,totalTestsViral,3169302,458,16603,125,,,,7999,A,10/22/2020 10:00,2020-10-22T10:00:00Z,10/22 06:00,4070,16603,2020-10-22T10:00:00Z,3169302,166166,,137979,3924,146,,1843355,,,,145215,13261,131954,,,,,24,743,10605,1843355,30427,1843355,12,54,5f5083660b857b01d1793e0ee8906c3452f4a4a5,0,0,0,0,0,
20201022,ME,6064,653,561318,,posNeg,567382,7,473,0,,0,,5269,A+,10/21/2020 23:59,2020-10-21T23:59:00Z,10/21 19:59,146,473,2020-10-21T23:59:00Z,566729,6758,559643,5411,145,1,,,10410,347,10051,,,,,,,,23,37,6535,567382,6572,567382,0,3,f572f26eb240a584165df2a5a4cb8274d4914a0a,0,0,0,0,0,
20201022,MI,170076,17214,4298787,,posNeg,4468863,1182,,273,,112,,109539,A+,10/22/2020 00:00,2020-10-22T00:00:00Z,10/21 20:00,7464,,2020-10-22T00:00:00Z,4506888,208101,4298787,152862,7129,335,,,317645,,,,,,,,,,26,2204,45828,4468863,48032,4468863,46,0,bca8d87d9e093f6c9003be5ff19aeeaf783fe32b,0,0,0,0,0,
20201022,MN,128152,324,1594745,,totalTestEncountersViral,2564491,584,9226,154,2485,,,113976,A,10/21/2020 17:00,2020-10-21T17:00:00Z,10/21 13:00,2301,9226,2020-10-21T17:00:00Z,,,,127828,2289,12,2564491,1722573,,,,,,,,,22777,,27,1561,12822,1722897,25115,1722897,20,79,861fc722a8a8af3cb226c46fc42c3e2bde314a05,0,0,0,0,0,
20201022,MO,162723,,1269749,,totalTestsViral,2346490,1352,,240,,163,,,A+,10/22/2020 00:59,2020-10-22T00:59:00Z,10/21 20:59,2657,,2020-10-22T00:59:00Z,2346490,186526,2155560,162723,,,,1432472,85243,5082,79963,81519,3618,71709,21494,,27656,5432,29,1854,22744,1432472,19622,1432472,16,0,89e1344fcd5c19c59e6eda26c8d3bb16ce00a4a7,0,0,0,0,0,
20201022,MP,88,,15723,,posNeg,15811,,4,,,,,29,D,10/19/2020 00:00,2020-10-19T00:00:00Z,10/18 20:00,2,4,2020-10-19T00:00:00Z,22212,,,88,2,,,15811,,,,,,,,,,,69,0,0,15811,0,15811,0,0,5c1f91560cb81099790f30c8c47bd989e793a362,0,0,0,0,0,
20201022,MS,113081,12616,729544,,posNeg,842625,695,6380,157,,68,,97675,A+,10/21/2020 00:00,2020-10-21T00:00:00Z,10/20 20:00,3231,6380,2020-10-21T00:00:00Z,827497,,,100465,2926,305,,,41053,95,,,,,,,72982,,28,958,0,842625,958,842625,8,0,b83950b44d32a5bb5359b65d2833875c4800bb1a,0,0,0,0,0,
20201022,MT,25640,,427206,,posNeg,452846,353,1091,,,,,16266,C,10/22/2020 01:59,2020-10-22T01:59:00Z,10/21 21:59,278,1091,2020-10-22T01:59:00Z,452846,,,25640,,,,,,,,,,,,,,,30,928,3924,452846,4852,452846,3,23,a04e1bfd42409db1c41d439a638a06080fde0f09,0,0,0,0,0,
20201022,NC,252992,9069,3474683,,posNeg,3727675,1205,,333,,,,218541,A+,10/22/2020 12:20,2020-10-22T12:20:00Z,10/22 08:20,4082,,2020-10-22T12:20:00Z,3718606,,,243923,4028,54,,,,,,,,,,,18776,,37,2400,33232,3727675,35632,3727675,50,0,b73ec5ddb72f2883f3acf3e51237050220873bf6,0,0,0,0,0,
20201022,ND,35052,,242640,,totalTestEncountersViral,760318,276,1351,38,282,,,28271,B,10/22/2020 01:59,2020-10-22T01:59:00Z,10/21 21:59,427,1351,2020-10-22T01:59:00Z,790738,,,35052,422,5,760318,277692,10552,590,9962,,,,,,,,38,887,1209,277692,7823,277692,0,27,fb4f44532ff208af64ab751ed2e7ee8453a2bf70,0,0,0,0,0,
20201022,NE,60308,,494231,,totalTestsViral,836802,400,2741,,,,,39905,A,10/21/2020 22:00,2020-10-21T22:00:00Z,10/21 18:00,576,2741,2020-10-21T22:00:00Z,836802,71719,763923,60308,,,,554857,,,,,,,,,,,31,899,3718,554539,13898,554539,11,35,07c87e9af9fc07aff4e51bcbad03135226aec3d4,0,0,0,0,0,
20201022,NH,9994,,313179,,totalTestsViral,561032,18,765,,246,,,8692,B,10/22/2020 09:00,2020-10-22T09:00:00Z,10/22 05:00,470,765,2020-10-22T09:00:00Z,561032,,,9994,,,,323173,32710,,,31879,,,,,,,33,77,4804,323173,8107,323173,1,2,b180ed66f3975164135064502ff3ac5c917d29ca,0,0,0,0,0,
20201022,NJ,224385,,4073227,,posNeg,4297612,852,24517,187,,74,,36213,B,10/22/2020 00:00,2020-10-22T00:00:00Z,10/21 20:00,16263,24517,2020-10-22T00:00:00Z,4297612,,,224385,14474,1789,,,,,,,,,,,,,34,1162,32327,4297612,33489,4297612,18,76,54014d8fa7b1af5a1c0d2f6bdc4be717d044ee88,0,0,0,0,0,
20201022,NM,39377,,1049773,,posNeg,1089150,213,4128,,,,,20562,B,10/22/2020 17:50,2020-10-22T17:50:00Z,10/22 13:50,953,4128,2020-10-22T17:50:00Z,1089150,,,39377,,,,,,,,,,,,,,,35,662,10401,1089150,11063,1089150,3,49,20c15ad2a9fe1ad364ad5be1f112dc91340923bc,0,0,0,0,0,
20201022,NV,92853,,681242,,totalTestEncountersViral,1175414,520,,161,,53,,,A+,10/22/2020 00:00,2020-10-22T00:00:00Z,10/21 20:00,1736,,2020-10-22T00:00:00Z,1154583,,,92853,,,1175414,774095,,,,,,,,,,,32,789,3693,774095,10000,774095,4,0,f4ceb406ec3e106123c9687f8c1e66516590899b,0,0,0,0,0,
20201022,NY,490134,,12842711,,totalTestEncountersViral,13332845,986,89995,209,,106,,78753,B,10/21/2020 23:59,2020-10-21T23:59:00Z,10/21 19:59,25694,89995,2020-10-21T23:59:00Z,,,,490134,,,13332845,,,,,,,,,,,,36,1628,133713,13332845,135341,13332845,15,0,058b698910c34c361a87b95e09afd3ba89a6337b,0,0,0,0,0,
20201022,OH,190430,11006,3864695,,posNeg,4055125,1293,17682,345,3657,172,,155181,A+,10/22/2020 14:00,2020-10-22T14:00:00Z,10/22 10:00,5161,17682,2020-10-22T14:00:00Z,4044119,,,179424,4850,311,,,,,,,,,,,,,39,2425,41187,4055125,43612,4055125,12,159,6be766b18f485f8382b97245950bd5715f45ca14,0,0,0,0,0,
20201022,OK,112483,,1378605,7112,posNeg,1491088,910,8170,297,,,,96245,A+,10/22/2020 00:00,2020-10-22T00:00:00Z,10/21 20:00,1221,8170,2020-10-22T00:00:00Z,1504068,123241,1378605,112483,,,,,85717,4635,,,,,,,,,40,1628,11235,1498200,12863,1491088,11,93,3f20bd3a3bbddfce15de33ea15e66a14e2f69b46,0,0,0,0,0,
20201022,OR,40810,2069,765191,,posNeg,806001,194,3005,55,,21,,5870,A+,10/22/2020 03:01,2020-10-22T03:01:00Z,10/21 23:01,646,3005,2020-10-22T03:01:00Z,,,765191,38741,,,,803932,,,,,,,,,,,41,367,5699,806001,6066,806001,11,16,d4f658b13fef5de7a495a26dc6328bd43c033953,0,0,0,0,0,
20201022,PA,188360,7877,2185079,,posNeg,2373439,1042,,,,110,,148804,A+,10/22/2020 14:00,2020-10-22T14:00:00Z,10/22 10:00,8592,,2020-10-22T14:00:00Z,3714425,,,180483,,,,2365562,,,,,,,,,,,42,2063,17543,2373439,19606,2373439,30,0,d0809ad148d28e5bc1817c922db351bb4b43269f,0,0,0,0,0,
20201022,PR,29804,,305972,,posNeg,335776,395,,53,,44,,26253,B,10/22/2020 00:00,2020-10-22T00:00:00Z,10/21 20:00,783,,2020-10-22T00:00:00Z,310546,7002,303412,29804,596,187,,,,29233,,,,,,,,,72,87,0,335776,87,335776,9,0,2cd30355c1a487354b2095003d95710c51555e67,0,0,0,0,0,
20201022,RI,29594,,378708,,totalTestEncountersViral,1015720,140,3116,13,,8,,2595,A+,10/22/2020 12:00,2020-10-22T12:00:00Z,10/22 08:00,1173,3116,2020-10-22T12:00:00Z,,39816,975904,29594,,,1015720,408302,,,,,,,,,,,44,471,3151,408302,17160,408302,4,25,7e8548194338778f0a9289aea975f4797952d9db,0,0,0,0,0,
20201022,SC,167485,7101,1481866,,posNeg,1649351,766,10102,185,,91,,84761,A+,10/21/2020 23:59,2020-10-21T23:59:00Z,10/21 19:59,3755,10102,2020-10-21T23:59:00Z,1642250,209743,1432507,160384,3526,229,,,77622,8314,69308,,,,,,90041,14678,45,1128,14674,1649351,15802,1649351,47,40,a83a0a53b0eb70799fff8fada5b92471ae35f47b,0,0,0,0,0,
20201022,SD,36017,1040,202429,,totalTestsPeopleViral,238446,355,2277,,,,,26397,A,10/21/2020 14:00,2020-10-21T14:00:00Z,10/21 10:00,347,2277,2020-10-21T14:00:00Z,385147,,,34977,,,,238446,,,,,,,,,,,46,973,1223,238446,2196,238446,14,38,effe1ae3aad473196efd312f1d28aa279042b83f,0,0,0,0,0,
20201022,TN,237907,12249,3198427,,posNeg,3436334,1424,9802,388,,167,,212555,A+,10/22/2020 15:00,2020-10-22T15:00:00Z,10/22 11:00,3011,9802,2020-10-22T15:00:00Z,3424085,272987,3151098,225658,2872,139,,,,,,,,,,,81638,11442,47,2046,18033,3436334,20079,3436334,41,68,85dda44b6df06a6ab11e31b5f1b6a29b9ca2ea00,0,0,0,0,0,
20201022,TX,845100,,6687617,,posNeg,7532717,4931,,1454,,,,744283,A,10/22/2020 17:00,2020-10-22T17:00:00Z,10/22 13:00,17286,,2020-10-22T17:00:00Z,7532717,,,845100,,,,,459439,43576,,,,,,,253395,22170,48,6291,51552,7532717,57843,7532717,85,0,f19f19298b145a3561460b3094062fa814368722,0,0,0,0,0,
20201022,UT,99549,,876577,,totalTestsViral,1293019,318,4880,110,1050,,409,73586,A+,10/22/2020 10:18,2020-10-22T10:18:00Z,10/22 06:18,563,4880,2020-10-22T10:18:00Z,1293019,106420,1186599,99549,,,,972432,,,,,,,31854,3768,67628,3944,49,1543,7691,976126,12708,976126,6,73,f51f4840435675e68982200e381d35c8954c6d46,0,0,0,0,0,
20201022,VA,170104,11044,2292638,424,totalTestEncountersViral,2451698,1109,12073,218,,120,,19321,A+,10/21/2020 17:00,2020-10-21T17:00:00Z,10/21 13:00,3524,12073,2020-10-21T17:00:00Z,,189561,,159060,3274,250,2451698,,,,,,,,,,,,51,1332,18900,2463166,19962,2462742,9,63,c77616543536f62a8ce2cd5db295debb66ca9117,0,0,0,0,0,
20201022,VI,1343,,21911,34,posNeg,23254,,,,,,,1303,D,10/22/2020 06:29,2020-10-22T06:29:00Z,10/22 02:29,21,,2020-10-22T06:29:00Z,23288,,,,21,,,,,,,,,,,,,,78,6,143,23288,149,23254,0,0,6ca0a3058dc41f167538be4f11c895058e823696,0,0,0,0,0,
20201022,VT,2029,,179690,,totalTestsViral,367990,3,,,,,,1718,B,10/21/2020 23:59,2020-10-21T23:59:00Z,10/21 19:59,58,,2020-10-21T23:59:00Z,367990,,,1987,58,,,181400,,,,,,,,,,,50,30,967,181719,5084,181719,0,0,2fb48b2159038a2932dee0c3f51185061ef8e755,0,0,0,0,0,
20201022,WA,99874,,2176579,,totalTestEncountersViral,2276453,318,8149,,,43,,,B,10/23/2020 02:59,2020-10-23T02:59:00Z,10/22 22:59,2286,8149,2020-10-23T02:59:00Z,,,,99874,2286,,2276453,,,,,,,,,,,,53,724,22941,2276453,23665,2276453,4,25,a329bfdfd0e49e5dbef4546253d2ed82391b4403,0,0,0,0,0,
20201022,WI,195823,9723,1730646,192,totalTestEncountersViral,2965073,1202,9855,324,1386,,,145509,A+,10/22/2020 00:00,2020-10-22T00:00:00Z,10/21 20:00,1725,9855,2020-10-22T00:00:00Z,,,,186100,1703,22,2965073,1916746,,,,,,,,,,,55,3632,12082,1926661,40867,1926469,23,151,a0fe34cb4f8a2d61ba002011d1be27df0fd5d418,0,0,0,0,0,
20201022,WV,21057,1150,684094,,posNeg,705151,188,,63,,21,,16166,B,10/21/2020 23:59,2020-10-21T23:59:00Z,10/21 19:59,418,,2020-10-21T23:59:00Z,704001,,,19907,414,4,,,18849,,,,,,,,,,54,323,8231,705151,8554,705151,5,0,602affb97b0f136d879bb9c831400b8244bc2a67,0,0,0,0,0,
20201022,WY,10119,1582,111822,,totalTestsViral,253894,81,373,,,,,7220,B,10/22/2020 18:18,2020-10-22T18:18:00Z,10/22 14:18,68,373,2020-10-22T18:18:00Z,253894,11172,242722,8537,,,,120127,,,,,,,,,,,56,271,0,121941,4469,121941,7,0,6ba0a2896815e34a1f09dc639ea9c2bbe1fd8cdc,0,0,0,0,0,
20201021,AK,11680,,535460,,totalTestsViral,547140,41,395,,,8,,6751,A,10/21/2020 03:59,2020-10-21T03:59:00Z,10/20 23:59,68,395,2020-10-21T03:59:00Z,547140,11195,535629,,68,,,,,,,,,,,,,,02,224,391,547140,615,547140,1,6,93e23398fe541e8795d1eb7e6b124c8babdb1bda,0,0,0,0,0,
20201021,AL,174528,21512,1120507,,totalTestsPeopleViral,1273523,863,19330,,1967,,1121,74439,A,10/20/2020 11:00,2020-10-20T11:00:00Z,10/20 07:00,2805,19330,2020-10-20T11:00:00Z,,,,153016,2633,172,,1273523,,,,62008,,,,,,,01,0,7948,1295035,7948,1295035,0,249,916e022cf3f1b464fc29f0583b3a49ec9fd03d39,0,0,0,0,0,
20201021,AR,101596,6197,1147353,,totalTestsViral,1242752,626,6526,241,,94,796,91317,A+,10/21/2020 00:00,2020-10-21T00:00:00Z,10/20 20:00,1751,6526,2020-10-21T00:00:00Z,1242752,,1147353,95399,1599,152,,,,,,,,,39902,6891,21856,3300,05,1155,10119,1248949,11100,1248949,23,98,7199ef9e0022e7da572b1c3a05a8dfc76ed56fa6,0,0,0,0,0,
20201021,AS,0,,1616,,totalTestsViral,1616,,,,,,,,D,10/1/2020 00:00,2020-10-01T00:00:00Z,09/30 20:00,0,,2020-10-01T00:00:00Z,1616,,,0,,,,,,,,,,,,,,,60,0,0,1616,0,1616,0,0,26708becdea30b8a51326f9a8c7b2d04965862d9,0,0,0,0,0,
20201021,AZ,233912,5315,1428792,,totalTestsPeopleViral,1657389,832,20820,171,,91,,38883,A+,10/21/2020 00:00,2020-10-21T00:00:00Z,10/20 20:00,5854,20820,2020-10-21T00:00:00Z,,,,228597,5567,287,,1657389,310123,,,,,,,,,,04,975,9117,1662704,10044,1662704,17,101,f1dcedc41199a2afd5e4d8e583bdb6a5556b760a,0,0,0,0,0,
20201021,CA,877784,,16415355,,totalTestsViral,17293139,3077,,763,,,,,B,10/21/2020 02:59,2020-10-21T02:59:00Z,10/20 22:59,17027,,2020-10-21T02:59:00Z,17293139,,,877784,,,,,,,,,,,,,,,06,3707,100362,17293139,104069,17293139,35,0,741f3dd77270557a51418a453679d0adc9eb7f5a,0,0,0,0,0,
20201021,CO,88849,6291,1021394,,totalTestEncountersViral,1742583,532,8380,,,,,7352,A,10/21/2020 01:59,2020-10-21T01:59:00Z,10/20 21:59,2066,8380,2020-10-21T01:59:00Z,,,,82558,,,1742583,1103952,178006,12616,165390,,,,,,,,08,1267,7201,1110243,18545,1110243,6,48,a2dd80f38d03866ae52763b23557a45703c7f478,0,0,0,0,0,
20201021,CT,64871,2610,2005255,,posNeg,2070126,213,12043,,,,,9651,B,10/20/2020 20:30,2020-10-20T20:30:00Z,10/20 16:30,4567,12043,2020-10-20T20:30:00Z,2067516,,,62261,3666,901,,,,,,,,,,,,,09,416,15448,2070126,15864,2070126,8,0,60ea512396e578640aac5aeb1cf497d186fa5f70,0,0,0,0,0,
20201021,DC,16498,,459945,,totalTestEncountersViral,476443,96,,23,,9,,12938,A+,10/20/2020 00:00,2020-10-20T00:00:00Z,10/19 20:00,642,,2020-10-20T00:00:00Z,,,,,,,476443,244181,,,,,,,,,,,11,53,2583,476443,2636,476443,0,0,25909985908b88cfa3e9a80575b76171f57e7069,0,0,0,0,0,
20201021,DE,23375,1112,308105,,totalTestEncountersViral,518758,99,,23,,,,12335,A+,10/20/2020 18:00,2020-10-20T18:00:00Z,10/20 14:00,670,,2020-10-20T18:00:00Z,,25687,,22263,589,81,518758,331480,,,,,,,,,,,10,50,704,331480,3377,331480,2,0,ef91a558cbfc6cdc400c727ba44a13d48c56854d,0,0,0,0,0,
20201021,FL,752845,25856,5007558,4378,totalTestEncountersViral,9221524,2125,47895,,,,,,A,10/20/2020 23:59,2020-10-20T23:59:00Z,10/20 19:59,16308,47895,2020-10-20T23:59:00Z,8384437,980858,7358921,726989,16308,,9221524,5763829,539844,51923,487730,526404,50676,475588,,,,,12,2106,0,5764781,31901,5760403,0,0,40905f05cf7a1a0330bf4c6f2453c1c10aa1afa0,0,0,0,0,0,
20201021,GA,343750,,2994565,,totalTestsViral,3338315,1736,30676,,5734,,,,A,10/21/2020 00:00,2020-10-21T00:00:00Z,10/20 20:00,7704,30676,2020-10-21T00:00:00Z,3338315,321274,,343750,,,,,320491,28101,,,,,,,,,13,1312,9167,3338315,10479,3338315,30,135,c7133ab0e12d38b1787b1dfe184b45a8beb91014,0,0,0,0,0,
20201021,GU,3968,18,57275,,posNeg,61243,71,,12,,4,,2398,A,10/21/2020 05:20,2020-10-21T05:20:00Z,10/21 01:20,69,,2020-10-21T05:20:00Z,61200,,,3950,,,,,202,6,,,,,,,41,18,66,82,655,61243,737,61243,2,0,e9958443136aaf602e12508a7cc821bb204f4189,0,0,0,0,0,
20201021,HI,14350,194,295153,,totalTestEncountersViral,482982,81,1025,19,,13,,11150,B,10/20/2020 18:00,2020-10-20T18:00:00Z,10/20 14:00,189,1025,2020-10-20T18:00:00Z,,14097,,14156,,,482982,308090,,,,,,,,,,,15,88,0,309503,3681,309503,2,13,70f681b53aa624001cd1b7821c325b4669ddb29b,0,0,0,0,0,
20201021,IA,104190,,738352,,posNeg,842542,534,,134,,49,,84671,A+,10/21/2020 00:00,2020-10-21T00:00:00Z,10/20 20:00,1584,,2020-10-21T00:00:00Z,,,,104190,,,,844194,,,,64568,3695,60834,68339,5615,,,19,1179,3645,842542,4824,842542,29,0,116f01172e0762e00c83357b28ef5eb1c25974c4,0,0,0,0,0,
20201021,ID,54663,6139,309309,,totalTestsPeopleViral,357833,187,2277,54,509,,,26549,A,10/20/2020 16:25,2020-10-20T16:25:00Z,10/20 12:25,535,2277,2020-10-20T16:25:00Z,471700,,,48524,492,43,,357833,,,,,,,,,,,16,873,1697,363972,2451,363972,4,46,ccf76914ab59104a116ae8fc11b473b03d9f65a0,0,0,0,0,0,
